market,ticker,date,open,high,low,close,volume
US,AAPL,2022-01-03,94.99385829666745,96.30876744643987,94.29394412491048,95.07233333823368,170483
US,AAPL,2022-01-04,94.80875119592514,98.11711249258903,94.63353328881597,97.93406042094745,475769
US,AAPL,2022-01-05,98.32268305830551,98.65381959148844,94.94871362362964,94.99343339279825,822021
US,AAPL,2022-01-06,95.19420723026693,95.5215202050739,94.97554090335402,95.1375814146755,221485
US,AAPL,2022-01-07,95.22142699602485,96.53978522928048,95.07744232731861,96.2650105375992,330034
US,AAPL,2022-01-10,96.55714021085181,101.57431923861215,96.05422207455157,101.01070515941251,1086754
US,AAPL,2022-01-11,101.05142761644451,101.40298019209519,98.21475234305697,98.31484203006886,464771
US,AAPL,2022-01-12,98.16261178669635,100.50624404688686,97.82073147124011,100.37134416618943,803564
US,AAPL,2022-01-13,101.03775061149759,101.23680930972917,98.5518638288598,99.09495271292262,321848
US,AAPL,2022-01-14,98.92717489811976,99.03752465849935,98.3176902442717,98.55470148263798,519630
US,AAPL,2022-01-17,99.62437669947828,100.37651783927716,99.55856802350667,100.30949815444049,318251
US,AAPL,2022-01-18,100.1404697654719,101.38372736510193,99.25764491393531,100.46163223703333,405532
US,AAPL,2022-01-19,100.70862670925202,102.13061602152118,97.84459382868381,98.03813960651325,889342
US,AAPL,2022-01-20,97.53297755297635,98.33905421838244,97.42481874535133,97.69943646029738,863083
US,AAPL,2022-01-21,97.83979293506512,97.96841865730674,96.31550518006321,97.06308366925474,301102
US,AAPL,2022-01-24,96.97870936413463,97.75943996634734,95.8799620200677,97.4225486138948,1023877
US,AAPL,2022-01-25,97.30008349630349,97.43124846280925,95.72202302367751,95.80455901705194,549822
US,AAPL,2022-01-26,95.75024317864029,96.71967595977503,94.42298006258683,94.63861805867295,486407
US,AAPL,2022-01-27,94.53078655127476,95.61950983937295,93.48989691915475,94.0897713758569,498872
US,AAPL,2022-01-28,94.26025609151311,94.30459369607735,93.70920919694248,94.15756421652301,438092
US,AAPL,2022-01-31,94.68911615216302,95.18665203263144,93.88043417865593,93.89089402511365,390714
US,AAPL,2022-02-01,93.72027316415169,94.92555777102582,93.29460840699167,94.64192176105288,282814
US,AAPL,2022-02-02,94.11851773821762,96.04184109241424,93.88762552145226,95.75670912007666,201306
US,AAPL,2022-02-03,95.53267782549987,96.69771124537495,95.12133404164987,96.3402123486661,250521
US,AAPL,2022-02-04,96.2892789818466,96.78920639075521,94.76278077294727,95.20506954614542,386881
US,AAPL,2022-02-07,94.93338472068251,95.01649619330259,92.25099659400347,92.54514421052012,430824
US,AAPL,2022-02-08,92.64546579476358,93.29147699764097,90.99006219436723,91.06239647077962,292076
US,AAPL,2022-02-09,90.89817837394537,91.18822697427676,89.70672537065673,89.93483541925282,271312
US,AAPL,2022-02-10,90.21973689144302,90.8048709061904,89.21526527125859,89.49899062223128,265632
